text,clean_text,lang,sentiment
Trump made Europe believe he was going take Greenland which in a last ditch effort they offered unlimited bases in Greenland. It cost America nothing. No fighting no money just pressure. Art of the Deal!,trump made europe believe going take greenland last ditch effort offered unlimited bases greenland cost america nothing fighting money pressure art deal,en,positive
BREAKING: President Trump is establishing a strategic critical minerals stockpile to counter China. Who read our write up on Substack for the leading play in Greenland? https://t.co/5DYSIutTGe $SPY #RareEarthMinerals #MarketIntelligence,breaking president trump establishing strategic critical minerals stockpile counter china read write substack leading play greenland spy,en,positive
@JakeHarrison__ @SamPeterToT @Awk20000 That Trump wants Greenland because he and Bill Clinton need a new island after Epstein's death. That was the joke fucking snowflakes when it comes to anything about Trump.,trump wants greenland bill clinton need new island epstein death joke fucking snowflakes comes anything trump,en,negative
@zonewintergreen @TimBurke863678 @BonkDaCarnivore Trump has stepped back from threats to take Greenland by force instead negotiating a framework of a future deal with NATO and Denmark. He didn t get anything. Nothing has changed except the US ranking on the global stage. He s silent bc he lost.,trump stepped back threats take greenland force instead negotiating framework future deal nato denmark get anything nothing changed except us ranking global stage silent bc lost,en,negative
Donald Trump joked about expanding the U.S. by making Canada the 51st state Greenland the 52nd and Venezuela the 53rd later clarifying the remarks were meant as humor not a serious proposal. . #Trump #USPolitics #Canada #WorldNews #Thefoxdailynews https://t.co/s3gwdY4P12,donald trump joked expanding u making canada st state greenland nd venezuela rd later clarifying remarks meant humor serious proposal,en,positive
@Woody56292 @BonkDaCarnivore you have serious TDS my friend. I guess you can t cope with what his truth and what is fiction when it comes to President Trump. Never mind nobody cares about you. President Trump has got exactly what he wanted out of Greenland - US Sovereign Bases.,serious tds friend guess cope truth fiction comes president trump never mind nobody cares president trump got exactly wanted greenland us sovereign bases,en,positive
@wavetossed @EricRStPierre Trump made an offer to Greenland for $100 000 a piece which they basically declined Canada is a much more advanced country what offer would you take to sell out?,trump made offer greenland piece basically declined canada much advanced country offer would take sell,en,positive
Trevor Noah: Song of the Year Congratulations Billie Eilish. That is a Grammy that every artist wants almost as much as Trump wants Greenland which makes sense because Epstein s island is gone he needs a new one to hang out with Bill Clinton. https://t.co/1NRbkGZAgP,trevor noah song year congratulations billie eilish grammy every artist wants almost much trump wants greenland makes sense epstein island gone needs new one hang bill clinton,en,positive
BREAKING: Trevor Noah Takes Aim at Trump With Sharp Greenland Joke During Grammys Opening Monologue. https://t.co/cwlcuXDuJP,breaking trevor noah takes aim trump sharp greenland joke grammys opening monologue,en,positive
Danish Veterans Protest Outside US Embassy Over Trump Administration's Greenland Plans | https://t.co/S0MRJuaJcF https://t.co/CfSdpyjF15,danish veterans protest outside us embassy trump administration greenland plans,en,negative
President Donald Trump had some basis for his startling linkage of Greenland and the Chagos Islands known unromantically in British officialdom as BIOT the British Indian Ocean Territory. Both are Overseas Territories: one Danish one British. Brit... https://t.co/ayQIZk4zro,president donald trump basis startling linkage greenland chagos islands known unromantically british officialdom biot british indian ocean territory overseas territories one danish one british brit,en,positive
Donald Trump turned a private Alfalfa Club dinner into a political stand-up show Highlights from the jokes: ▪️ On new US states: We re not going to invade Greenland. We ll buy it. I never wanted Greenland to be the 51st state. Canada will be the 51st Greenland the 52nd and,donald trump turned private alfalfa club dinner political stand show highlights jokes new us states going invade greenland buy never wanted greenland st state canada st greenland nd,en,positive
Non educated incels will believe which crap. Greenland never wanted to be a part of America Trump threatened to overtake it. We- Europe will not put up with your shit.,non educated incels believe crap greenland never wanted part america trump threatened overtake europe put shit,en,negative
@PopBase Trump does want Greenland. Where is the lies?,trump want greenland lies,en,negative
@HRH_SHP @mariashriver Ah just as with Greenland and USAID suddenly the very genuine voices come out of dark with Very Strong Opinions to polish another Trump turd.,ah greenland usaid suddenly genuine voices come dark strong opinions polish another trump turd,en,positive
@WaswaniVictor @MOSCOW_EN Yes the details check out. Trevor Noah made that joke about Trump Greenland and Epstein's island at the 2026 Grammys. Trump responded on Truth Social calling it defamatory and threatening to sue per reports from NYT Hollywood Reporter and others. No lawsuit filed yet.,yes details check trevor noah made joke trump greenland epstein island grammys trump responded truth social calling defamatory threatening sue per reports nyt hollywood reporter others lawsuit filed yet,en,positive
Where is the Polymarket for Will Trump officially sue Trevor Noah? At the 2026 Grammys Trevor Noah quipped while presenting Billie Eilish's award: That is a Grammy that every artist wants - almost as much as Trump wants Greenland. Which makes sense I mean because https://t.co/BgVs9YswL1,polymarket trump officially sue trevor noah grammys trevor noah quipped presenting billie eilish award grammy every artist wants almost much trump wants greenland makes sense mean,en,positive
@eeldenden This has been in the cards since the attack on Ukraine. But it took Trump's threat against Denmark/Greenland to make people add 2 and 2 together.,cards since attack ukraine took trump threat denmark greenland make people add together,en,negative
